,pokemon1,pokemon2,pokemon3,url,rating
22,Whiscash1426,Mew,GranbullCC,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Cmew-m-8-9-0%2Cgranbull-m-0-1-0,828
23,Whiscash1426,Hariyama1475,Mew,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Chariyama-m-1-1-3%2Cmew-m-8-9-0,809
24,Whiscash1426,Mew,Snorlax1488,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Cmew-m-8-9-0%2Csnorlax-m-0-4-0,831
25,Whiscash1426,Mew,Galvantula1474,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Cmew-m-8-9-0%2Cgalvantula-m-1-4-0,823
26,Whiscash1426,Lapras1450,Mew,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Clapras-m-0-6-0%2Cmew-m-8-9-0,813
27,Whiscash1426,Skaromry1489,Toxicroak,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Cskarmory-m-0-3-0%2Ctoxicroak-m-0-2-0,750
28,Whiscash1426,Skaromry1489,alolan_raichu,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Cskarmory-m-0-3-0%2Craichu_alolan-m-0-3-0,781
29,Whiscash1426,Skaromry1489,GranbullCC,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Cskarmory-m-0-3-0%2Cgranbull-m-0-1-0,795
30,Whiscash1426,Skaromry1489,Hariyama1475,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Cskarmory-m-0-3-0%2Chariyama-m-1-1-3,724
31,Whiscash1426,Skaromry1489,Snorlax1488,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Cskarmory-m-0-3-0%2Csnorlax-m-0-4-0,798
32,Whiscash1426,Skaromry1489,Galvantula1474,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Cskarmory-m-0-3-0%2Cgalvantula-m-1-4-0,778
33,Whiscash1426,Lapras1450,Skaromry1489,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Clapras-m-0-6-0%2Cskarmory-m-0-3-0,794
34,Whiscash1426,Toxicroak,alolan_raichu,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Ctoxicroak-m-0-2-0%2Craichu_alolan-m-0-3-0,806
35,Whiscash1426,Toxicroak,GranbullCC,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Ctoxicroak-m-0-2-0%2Cgranbull-m-0-1-0,805
36,Whiscash1426,Hariyama1475,Toxicroak,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Chariyama-m-1-1-3%2Ctoxicroak-m-0-2-0,805
37,Whiscash1426,Toxicroak,Snorlax1488,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Ctoxicroak-m-0-2-0%2Csnorlax-m-0-4-0,801
38,Whiscash1426,Toxicroak,Galvantula1474,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Ctoxicroak-m-0-2-0%2Cgalvantula-m-1-4-0,803
39,Whiscash1426,Lapras1450,Toxicroak,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Clapras-m-0-6-0%2Ctoxicroak-m-0-2-0,787
40,Whiscash1426,alolan_raichu,GranbullCC,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Craichu_alolan-m-0-3-0%2Cgranbull-m-0-1-0,825
41,Whiscash1426,Hariyama1475,alolan_raichu,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Chariyama-m-1-1-3%2Craichu_alolan-m-0-3-0,814
42,Whiscash1426,Snorlax1488,alolan_raichu,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Csnorlax-m-0-4-0%2Craichu_alolan-m-0-3-0,831
43,Whiscash1426,alolan_raichu,Galvantula1474,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Craichu_alolan-m-0-3-0%2Cgalvantula-m-1-4-0,827
44,Whiscash1426,Lapras1450,alolan_raichu,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Clapras-m-0-6-0%2Craichu_alolan-m-0-3-0,814
45,Whiscash1426,Hariyama1475,GranbullCC,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Chariyama-m-1-1-3%2Cgranbull-m-0-1-0,810
46,Whiscash1426,Snorlax1488,GranbullCC,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Csnorlax-m-0-4-0%2Cgranbull-m-0-1-0,828
47,Whiscash1426,Galvantula1474,GranbullCC,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Cgalvantula-m-1-4-0%2Cgranbull-m-0-1-0,820
48,Whiscash1426,Lapras1450,GranbullCC,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Clapras-m-0-6-0%2Cgranbull-m-0-1-0,814
49,Whiscash1426,Hariyama1475,Snorlax1488,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Chariyama-m-1-1-3%2Csnorlax-m-0-4-0,810
50,Whiscash1426,Hariyama1475,Galvantula1474,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Chariyama-m-1-1-3%2Cgalvantula-m-1-4-0,809
51,Whiscash1426,Lapras1450,Hariyama1475,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Clapras-m-0-6-0%2Chariyama-m-1-1-3,797
52,Whiscash1426,Snorlax1488,Galvantula1474,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Csnorlax-m-0-4-0%2Cgalvantula-m-1-4-0,825
53,Whiscash1426,Lapras1450,Snorlax1488,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Clapras-m-0-6-0%2Csnorlax-m-0-4-0,817
54,Whiscash1426,Lapras1450,Galvantula1474,https://pvpoke.com/team-builder/all/1500/whiscash-m-1-3-0%2Clapras-m-0-6-0%2Cgalvantula-m-1-4-0,810
55,Primeape1491,Tamao,Mew,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Cumbreon-m-1-3-2%2Cmew-m-8-9-0,764
56,Primeape1491,Tamao,Skaromry1489,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Cumbreon-m-1-3-2%2Cskarmory-m-0-3-0,648
57,Primeape1491,Toxicroak,Tamao,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Ctoxicroak-m-0-2-0%2Cumbreon-m-1-3-2,749
58,Primeape1491,Tamao,alolan_raichu,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Cumbreon-m-1-3-2%2Craichu_alolan-m-0-3-0,752
59,Primeape1491,Tamao,GranbullCC,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Cumbreon-m-1-3-2%2Cgranbull-m-0-1-0,770
60,Primeape1491,Hariyama1475,Tamao,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Chariyama-m-1-1-3%2Cumbreon-m-1-3-2,765
61,Primeape1491,Tamao,Snorlax1488,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Cumbreon-m-1-3-2%2Csnorlax-m-0-4-0,772
62,Primeape1491,Tamao,Galvantula1474,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Cumbreon-m-1-3-2%2Cgalvantula-m-1-4-0,744
63,Lapras1450,Primeape1491,Tamao,https://pvpoke.com/team-builder/all/1500/lapras-m-0-6-0%2Cprimeape-m-0-1-4%2Cumbreon-m-1-3-2,712
64,Primeape1491,Mew,Skaromry1489,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Cmew-m-8-9-0%2Cskarmory-m-0-3-0,718
65,Primeape1491,Toxicroak,Mew,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Ctoxicroak-m-0-2-0%2Cmew-m-8-9-0,800
66,Primeape1491,Mew,alolan_raichu,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Cmew-m-8-9-0%2Craichu_alolan-m-0-3-0,801
67,Primeape1491,Mew,GranbullCC,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Cmew-m-8-9-0%2Cgranbull-m-0-1-0,803
68,Primeape1491,Hariyama1475,Mew,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Chariyama-m-1-1-3%2Cmew-m-8-9-0,805
69,Primeape1491,Mew,Snorlax1488,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Cmew-m-8-9-0%2Csnorlax-m-0-4-0,801
70,Primeape1491,Mew,Galvantula1474,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Cmew-m-8-9-0%2Cgalvantula-m-1-4-0,799
71,Lapras1450,Primeape1491,Mew,https://pvpoke.com/team-builder/all/1500/lapras-m-0-6-0%2Cprimeape-m-0-1-4%2Cmew-m-8-9-0,775
72,Primeape1491,Toxicroak,Skaromry1489,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Ctoxicroak-m-0-2-0%2Cskarmory-m-0-3-0,743
73,Primeape1491,Skaromry1489,alolan_raichu,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Cskarmory-m-0-3-0%2Craichu_alolan-m-0-3-0,713
74,Primeape1491,Skaromry1489,GranbullCC,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Cskarmory-m-0-3-0%2Cgranbull-m-0-1-0,707
75,Primeape1491,Hariyama1475,Skaromry1489,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Chariyama-m-1-1-3%2Cskarmory-m-0-3-0,743
76,Primeape1491,Snorlax1488,Skaromry1489,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Csnorlax-m-0-4-0%2Cskarmory-m-0-3-0,720
77,Primeape1491,Skaromry1489,Galvantula1474,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Cskarmory-m-0-3-0%2Cgalvantula-m-1-4-0,699
78,Lapras1450,Primeape1491,Skaromry1489,https://pvpoke.com/team-builder/all/1500/lapras-m-0-6-0%2Cprimeape-m-0-1-4%2Cskarmory-m-0-3-0,725
79,Primeape1491,Toxicroak,alolan_raichu,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Ctoxicroak-m-0-2-0%2Craichu_alolan-m-0-3-0,795
80,Primeape1491,Toxicroak,GranbullCC,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Ctoxicroak-m-0-2-0%2Cgranbull-m-0-1-0,799
81,Primeape1491,Toxicroak,Hariyama1475,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Ctoxicroak-m-0-2-0%2Chariyama-m-1-1-3,813
82,Primeape1491,Toxicroak,Snorlax1488,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Ctoxicroak-m-0-2-0%2Csnorlax-m-0-4-0,797
83,Primeape1491,Toxicroak,Galvantula1474,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Ctoxicroak-m-0-2-0%2Cgalvantula-m-1-4-0,799
84,Lapras1450,Primeape1491,Toxicroak,https://pvpoke.com/team-builder/all/1500/lapras-m-0-6-0%2Cprimeape-m-0-1-4%2Ctoxicroak-m-0-2-0,773
85,Primeape1491,alolan_raichu,GranbullCC,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Craichu_alolan-m-0-3-0%2Cgranbull-m-0-1-0,803
86,Primeape1491,Hariyama1475,alolan_raichu,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Chariyama-m-1-1-3%2Craichu_alolan-m-0-3-0,806
87,Primeape1491,Snorlax1488,alolan_raichu,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Csnorlax-m-0-4-0%2Craichu_alolan-m-0-3-0,802
88,Primeape1491,alolan_raichu,Galvantula1474,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Craichu_alolan-m-0-3-0%2Cgalvantula-m-1-4-0,804
89,Lapras1450,Primeape1491,alolan_raichu,https://pvpoke.com/team-builder/all/1500/lapras-m-0-6-0%2Cprimeape-m-0-1-4%2Craichu_alolan-m-0-3-0,783
90,Primeape1491,Hariyama1475,GranbullCC,https://pvpoke.com/team-builder/all/1500/primeape-m-0-1-4%2Chariyama-m-1-1-3%2Cgranbull-m-0-1-0,807
